"user_id","review_count.x","name.x","fans","average_stars","business_id","stars","date","latitude","longitude","label","name.y","review_count.y","countRbyU"
"VZGMnES-0iFaMYpmrElmoQ",23,"Sandra",0,2.8,"IkSF5GEHcl7DePGlXksl5A",5,2016-01-05,33.41481,-111.8322,1,"Nunthaporn's Thai Cuisine",140,12
"GIGmKMAcFdCzXjloBMeGHQ",1,"Husam",0,5,"zt1RT4Dsjv8OjMRbFroyVw",5,2015-11-07,36.10363,-114.9398,2,"Absolute Appliance Services",105,1
"dwLC0HJyE9iZtcUOYa3mRQ",26,"Mrs.",1,3.5,"HyfFenprdpIA4rmKu6DW3g",5,2010-09-07,36.1429,-115.1746,2,"Oyster Bar",1666,1
"bPkWnIZcQIgFCfUq3_EqJg",15,"D",0,4.47,"bpGFetX8muk0GxAT3Oea3Q",5,2014-12-29,36.19476,-115.2525,2,"Yummy Grill & Sushi",513,8
"bPkWnIZcQIgFCfUq3_EqJg",15,"D",0,4.47,"ArhWxXLmPiyShXwBQvoUUw",4,2014-09-23,36.2786,-115.206,2,"Lulu Hawaiian BBQ",86,8
"bPkWnIZcQIgFCfUq3_EqJg",15,"D",0,4.47,"ZP6qFq7LUh6Tr7WHPoOW6g",4,2015-05-25,36.16672,-115.1389,2,"eat.",1511,8
"bPkWnIZcQIgFCfUq3_EqJg",15,"D",0,4.47,"dNAyji6q-uZcnFByNzZ_2g",5,2014-06-18,36.16754,-115.1384,2,"Downtown Container Park",543,8
"bPkWnIZcQIgFCfUq3_EqJg",15,"D",0,4.47,"OeinO4b26UcICbrLxoj3DQ",4,2015-07-03,36.17187,-115.1421,2,"Triple George Grill",691,8
"bPkWnIZcQIgFCfUq3_EqJg",15,"D",0,4.47,"2l4UTdi_F9zVZ1Kv4Fj-zQ",5,2015-05-07,36.14308,-115.2536,2,"Hedary's Mediterranean Restaurant",167,8
"bPkWnIZcQIgFCfUq3_EqJg",15,"D",0,4.47,"1OGeXXhXSvKcVO5Ie5I2kA",5,2016-04-14,36.26236,-115.1923,2,"Vills Bros Brazilian Jiu-Jitsu",5,8
"bPkWnIZcQIgFCfUq3_EqJg",15,"D",0,4.47,"OVuVPBSkCPCNCuc25Tn-Vw",5,2014-06-18,36.12731,-115.2244,2,"Karaoke Q Studio",582,8
"xcJRZpDXXWcLROZut6QR6Q",5,"Demi",0,3.6,"QbmcCE_cLq4WO8ZMKImaLw",5,2015-02-25,36.11788,-115.1712,2,"Hash House A Go Go",3577,4
"xcJRZpDXXWcLROZut6QR6Q",5,"Demi",0,3.6,"PydUXalUeAQPRUtfH5Gl-w",4,2015-02-25,36.12298,-115.1706,2,"Carlo's Bakery",647,4
"xcJRZpDXXWcLROZut6QR6Q",5,"Demi",0,3.6,"6yoEpca0GnthoEzlJtNmgQ",4,2015-02-25,36.02104,-115.0878,2,"Balboa Pizza Company",150,4
"xcJRZpDXXWcLROZut6QR6Q",5,"Demi",0,3.6,"Xhg93cMdemu5pAMkDoEdtQ",4,2015-02-25,36.11567,-115.1733,2,"Serendipity 3",3781,4
"NtGbAEnfGkIi3ipwDG1YFQ",18,"Angel",0,3.28,"WT-v-DgQvW38DewVyTLdTA",2,2015-07-05,36.13698,-115.1636,2,"Circus Circus Las Vegas Hotel and Casino",1592,1
"SLuXCAF4RZewyWFjD0loxA",58,"Queen",2,3.64,"x3gXUj30nKUG1d-3RMO3ow",4,2016-05-16,36.12038,-115.1713,2,"Fat Tuesday",96,7
"SLuXCAF4RZewyWFjD0loxA",58,"Queen",2,3.64,"0xSf8B4DBEk8ecV7YYXVUw",5,2016-01-23,36.12155,-115.1695,2,"Lobster ME",364,7
"SLuXCAF4RZewyWFjD0loxA",58,"Queen",2,3.64,"Xc8QYWMnGd0KkkJw4CL8-A",4,2016-01-23,36.12082,-115.1721,2,"White Castle",678,7
"SLuXCAF4RZewyWFjD0loxA",58,"Queen",2,3.64,"PqTX5j9yfsPbd1qQCA1EwA",4,2016-01-23,36.12145,-115.1696,2,"Tao Nightclub",2039,7
"SLuXCAF4RZewyWFjD0loxA",58,"Queen",2,3.64,"jOuERtVf7QePnK9ZcdH5XA",4,2016-01-23,36.12228,-115.1701,2,"Grand Lux Cafe",2148,7
"SLuXCAF4RZewyWFjD0loxA",58,"Queen",2,3.64,"34uJtlPnKicSaX1V8_tu1A",4,2016-01-23,36.12119,-115.1697,2,"The Venetian Las Vegas",2632,7
"SLuXCAF4RZewyWFjD0loxA",58,"Queen",2,3.64,"KunuT_dC0NXzDGlwtyH1hg",4,2016-01-24,36.12662,-115.1696,2,"Luke's Lobster",119,7
"YpTjXBj9EW0cyjGmB7vF3A",6,"Kelly",0,3,"tlraQLw9RmYrhQloWYWU-Q",5,2015-04-16,36.03575,-115.1533,2,"Anything U Want Delivery Service",64,2
"YpTjXBj9EW0cyjGmB7vF3A",6,"Kelly",0,3,"dXhrxTIatUPskg7Jn12iXQ",5,2015-04-16,36.14585,-115.1399,2,"Imperial Health Spa",369,2
"bqJUMMoW4fS957Q8q3C95Q",1,"Martin",0,5,"_F2DNPjsqgkAd50zuX8dYQ",5,2015-10-25,33.83018,-111.9329,1,"Harold's Corral",246,1
"MPKpmsAkbZMqpv26323sHA",26,"Emily",0,4.46,"j5m8WlTe9NyoEjd3CR4nMg",5,2013-01-08,33.46945,-112.39,1,"Sukie's Bridal",12,2
"MPKpmsAkbZMqpv26323sHA",26,"Emily",0,4.46,"gRt4zXBVY_Z-bieKA5lq_g",5,2012-02-06,33.53395,-112.261,1,"Kabuki Japanese Restaurant",354,2
"xWM5Kd5Uz6XRufN8n6enXQ",5,"John",1,5,"AOdQfAlwm4h8Ba3M7yS6yA",5,2016-05-27,36.08558,-115.1015,2,"BLUEBERRY JEWELERS",74,2
"xWM5Kd5Uz6XRufN8n6enXQ",5,"John",1,5,"bZGYV7Z3JfPN_b8olxyuow",5,2015-06-10,36.01328,-114.9505,2,"Camping World",17,2
"fjxTrMJaFefkrhhBSp1J9w",25,"Dyan",1,4.2,"zt1TpTuJ6y9n551sw9TaEg",4,2014-12-18,36.10988,-115.1752,2,"Wicked Spoon",4967,5
"fjxTrMJaFefkrhhBSp1J9w",25,"Dyan",1,4.2,"LjxKWM9wmyp7iYDkEMdwGQ",4,2014-12-18,36.11745,-115.1767,2,"Ciao Ciao Cafe & Bar",64,5
"fjxTrMJaFefkrhhBSp1J9w",25,"Dyan",1,4.2,"t-GgSYuw4VQU_9ZcL9_zGw",5,2014-11-26,36.12773,-115.1744,2,"Topshop",68,5
"fjxTrMJaFefkrhhBSp1J9w",25,"Dyan",1,4.2,"uJYw4p59AKh8c8h5yWMdOw",3,2014-11-26,36.10969,-115.1702,2,"Planet Hollywood Las Vegas Resort & Casino",2289,5
"fjxTrMJaFefkrhhBSp1J9w",25,"Dyan",1,4.2,"2e2e7WgqU1BnpxmQL5jbfw",4,2014-11-26,36.10993,-115.1709,2,"Earl of Sandwich",4687,5
"hO3vZZiTxcVNu21bDF0O5w",40,"Courtney",1,4.1,"VdY6qe9afspFwsbzX1HsOQ",5,2016-04-12,36.12476,-115.1706,2,"Señor Frog's",519,7
"hO3vZZiTxcVNu21bDF0O5w",40,"Courtney",1,4.1,"1OoKi7HpOrRNOnU8y2Pbkg",5,2016-04-14,36.16133,-115.1223,2,"SlotZilla",184,7
"hO3vZZiTxcVNu21bDF0O5w",40,"Courtney",1,4.1,"0MN1z_ELvr4Tkl0OsLTVkg",5,2016-04-14,36.1174,-115.1709,2,"Sprinkles",500,7
"hO3vZZiTxcVNu21bDF0O5w",40,"Courtney",1,4.1,"PydUXalUeAQPRUtfH5Gl-w",5,2016-04-14,36.12298,-115.1706,2,"Carlo's Bakery",647,7
"hO3vZZiTxcVNu21bDF0O5w",40,"Courtney",1,4.1,"V9ASUTcoNvtgPcq7pMfm4w",5,2016-04-14,36.16994,-115.1398,2,"Uber Las Vegas",56,7
"hO3vZZiTxcVNu21bDF0O5w",40,"Courtney",1,4.1,"DqY2VlbRuQ3Mu2mlxd4xUQ",5,2016-04-14,36.12433,-115.1703,2,"Cirque du Soleil - Mystère",874,7
"hO3vZZiTxcVNu21bDF0O5w",40,"Courtney",1,4.1,"Shy4HqmyEewCLvq7Ub3Whg",5,2016-04-15,36.12459,-115.1716,2,"Gilley's",429,7
"4FOqSLB7Hrdv6li81chY4A",28,"Moza",1,3.59,"AeKTQBtPRDHLAFL9bzbUnA",5,2012-04-08,36.09506,-115.2089,2,"Sushi House Goyemon",1426,1
"3tPUKfuUOjI2mOxGKvcPEA",4,"Jules",1,4,"dlqQuSgAjoP_S6bqFrRsvA",5,2014-06-15,33.62853,-112.014,1,"Critter Corral Pet Grooming",21,3
"3tPUKfuUOjI2mOxGKvcPEA",4,"Jules",1,4,"dlqQuSgAjoP_S6bqFrRsvA",5,2014-06-15,33.62853,-112.014,1,"Critter Corral Pet Grooming",21,3
"3tPUKfuUOjI2mOxGKvcPEA",4,"Jules",1,4,"Rs3RXE3Xj3mgLsa3PIWiHg",5,2016-07-13,33.19329,-111.6373,1,"Gold Canyon Landscaping",13,3
"okYrL3fHmKPVc71HoGgOFA",10,"Ray",0,1.75,"MLcXtnpzygZvQ9BtseLLlw",1,2016-03-27,33.39068,-112.0129,1,"Farm At South Mountain",321,3
"okYrL3fHmKPVc71HoGgOFA",10,"Ray",0,1.75,"MLcXtnpzygZvQ9BtseLLlw",1,2016-03-27,33.39068,-112.0129,1,"Farm At South Mountain",321,3
"okYrL3fHmKPVc71HoGgOFA",10,"Ray",0,1.75,"u9MKnG0PqI8N7ixSfrrTiw",1,2016-04-07,33.29834,-111.8987,1,"Famous Dave's",163,3
"MibHji0QCYlLsewuqq4wwA",7,"Christopher",0,2.86,"v7OwbHgNgy_VQ9eP5FjvUA",1,2016-03-13,33.4915,-111.9256,1,"Rehab Burger Therapy",1265,7
"MibHji0QCYlLsewuqq4wwA",7,"Christopher",0,2.86,"aLMStInNBczJKtIJFMlwJA",1,2016-04-04,33.49756,-111.9265,1,"Cold Beers & Cheeseburgers",461,7
"MibHji0QCYlLsewuqq4wwA",7,"Christopher",0,2.86,"1NarMOcLeTcMY8TOUew_zA",1,2016-03-13,33.49157,-111.9265,1,"Salty Senorita",236,7
"MibHji0QCYlLsewuqq4wwA",7,"Christopher",0,2.86,"4A628qyYpA4EhN6w6o-MYQ",3,2016-03-13,33.50052,-111.9233,1,"Joe's New York Pizza",224,7
"MibHji0QCYlLsewuqq4wwA",7,"Christopher",0,2.86,"kFVapB4z_5VoOnYazF_ERA",4,2016-05-27,33.48329,-111.9267,1,"Oregano's Pizza Bistro",432,7
"MibHji0QCYlLsewuqq4wwA",7,"Christopher",0,2.86,"EGiGWZp_zSqdeftiFQ7MbA",5,2016-03-13,33.63685,-111.9217,1,"Cantina Laredo",219,7
"MibHji0QCYlLsewuqq4wwA",7,"Christopher",0,2.86,"sK8LGweauWBjJOgnG7Ua6w",5,2016-04-01,33.49742,-111.9265,1,"Crab & Mermaid",94,7
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"FYPAPxb3Kdc8G878jbwwAg",3,2015-01-04,36.10597,-115.1747,2,"The Spa",91,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"6UXw7_U13Th0PZlMXZbjMg",5,2014-12-29,36.08209,-115.1372,2,"American Express Centurion Lounge",275,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"tFU2Js_nbIZOrnKfYJYBBg",4,2010-11-02,36.12229,-115.1703,2,"Bouchon at The Venetian",3134,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"f3EcPjqKftEznBSs2oQVRg",4,2007-12-21,36.11694,-115.1746,2,"Pure",937,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"PqTX5j9yfsPbd1qQCA1EwA",5,2007-12-21,36.12145,-115.1696,2,"Tao Nightclub",2039,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"jOuERtVf7QePnK9ZcdH5XA",3,2009-07-07,36.12228,-115.1701,2,"Grand Lux Cafe",2148,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"DJlb6DLzT1yK5ipnL2I1dA",4,2009-06-15,36.12681,-115.1674,2,"Tryst Nightclub",1004,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"rBPQuQgTcMtUq5-RYhY2uQ",2,2008-03-11,36.11293,-115.17,2,"Le Village Buffet",1788,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"NrmjX7lp8LfqdJSd83P9-Q",5,2007-12-21,36.11224,-115.1791,2,"The Bank",715,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"uqisw8IXD5ZutU4MT2MQVw",3,2009-06-13,36.10871,-115.1732,2,"Social House",599,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"uqisw8IXD5ZutU4MT2MQVw",1,2009-07-02,36.10871,-115.1732,2,"Social House",599,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"o0J3yg99FRnJv-lXAdwg8g",5,2008-03-10,36.09544,-115.1761,2,"BODIES... The Exhibition",281,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"KpZLxHrp2PIP8tLBsPLiww",4,2011-11-08,36.10623,-115.167,2,"The Signature at MGM Grand",1301,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"-FCQ6tpsdpbeEJX8R_-tQQ",5,2009-07-05,36.11709,-115.1753,2,"Qua Baths & Spa",493,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"ZgWUM594Yqk52IvBgoIrdA",5,2008-03-10,36.10185,-115.1725,2,"M&M's World",622,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"VcgYPX95J6_mfrEopzR0Zw",1,2007-12-21,36.10146,-115.1742,2,"Coyote Ugly Saloon",248,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"pde-w82qg3yZ6dyPo768NA",1,2009-07-05,36.175,-115.1364,2,"The Coffee Bean & Tea Leaf",11,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"q_DrPmiLrHEpR_SQvQXELQ",5,2009-07-05,36.10916,-115.1535,2,"Nobu",881,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"oerixQiFOO0rzaPkjkDNTA",4,2008-03-14,36.12442,-115.1464,2,"Les Artistes Steakhouse",52,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"XDYnLQC8ViZejuCDp4eCwg",5,2011-11-30,36.09119,-115.1766,2,"StripSteak",940,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"vEeiIvhzz29rO-6EPFqkjQ",3,2011-11-08,36.12642,-115.1676,2,"Tableau",331,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"z3SyT8blMIhsZNvKJgKcRA",5,2009-07-05,36.11677,-115.1746,2,"Caesars Palace Las Vegas Hotel & Casino",1952,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"tPqGi4Bb5plWgNxwGCEa3A",4,2009-06-14,36.12208,-115.168,2,"TAO Beach",489,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"Pz7SWZQhxL6ZbhL9jE2NTA",4,2007-12-21,36.09307,-115.1778,2,"MIX",957,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"xnRljkaR6zaVTpLYolQteg",5,2009-07-07,36.11265,-115.1703,2,"BURGER BRASSERIE",536,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"Pv2rMFCO9e6i0jJhmOEdjQ",5,2008-03-11,36.12666,-115.1694,2,"Tix4Tonight - Fashion Show Mall",128,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"2e2e7WgqU1BnpxmQL5jbfw",5,2008-03-10,36.10993,-115.1709,2,"Earl of Sandwich",4687,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"1wJIAr5q8jg7nb_JeCmHhQ",5,2009-06-15,36.11992,-115.1762,2,"The Mirage Spa & Salon",66,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"cQJM8VpY21O3HVu7j_b7Vw",1,2009-07-05,36.12517,-115.2053,2,"Honey Pig",411,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"wfofFm3AqtyK_ujNQ893mQ",5,2010-11-06,36.1034,-115.1677,2,"Joel Robuchon",762,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"ZLBDopAGQgVMt6PZ1INcXA",5,2009-06-13,36.12856,-115.1711,2,"JET Nightclub",427,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"Es300Ys1XXPYg8aI7BKVYQ",5,2009-12-08,36.12714,-115.163,2,"XS Nightclub",2794,33
"zU6qhsGySejwRuWqsk604w",874,"ClosetDork",78,3.68,"OiCxoAIoBvEWxf7p1qVVmA",1,2011-11-08,36.10758,-115.1765,2,"Sage",880,33
"eSumKWUhy-LVEuV2_KYytQ",4,"Lisa",0,3.75,"BvyPHI5JJRo_n1DdMG1cyQ",1,2016-02-27,33.64026,-111.9999,1,"Desert Canyon Pediatrics",3,2
"eSumKWUhy-LVEuV2_KYytQ",4,"Lisa",0,3.75,"BvyPHI5JJRo_n1DdMG1cyQ",1,2016-02-27,33.64026,-111.9999,1,"Desert Canyon Pediatrics",3,2
"95bVMJ89UWl88b6IfnQKYg",4,"Rachel",0,2.6,"5hc4-EyYjo1yJZzQaAStTg",5,2015-09-26,36.11304,-115.1383,2,"English Garden Florist",98,1
"dXIM64hpT_e2V0m_lxlEaA",112,"Vinh",6,3.46,"BqrTtox0JbG-P_DKBB5bBw",4,2011-10-18,36.10975,-115.1739,2,"Holsteins Shakes and Buns",2362,1
"mcVd8DGBHNoCNe0qNYbaGw",52,"Tina",3,3.75,"vT12uXtdBQ10_lUcl-M40w",3,2015-09-06,36.11402,-115.1709,2,"Bally's Las Vegas Hotel & Casino",1284,2
"mcVd8DGBHNoCNe0qNYbaGw",52,"Tina",3,3.75,"TWD8c5-P7w9v-2KX_GSNZQ",4,2015-09-24,36.09229,-115.1744,2,"Mandalay Bay Resort & Casino",2116,2
"2NzE_IOLpupxi2PXLV8kPg",7,"Dan",0,4.78,"dV58f8odk0aviW7dcxEmdw",5,2016-02-11,33.32043,-111.9307,1,"Arby's",5,9
"2NzE_IOLpupxi2PXLV8kPg",7,"Dan",0,4.78,"eqdEOyNbEvl-Gne_w3_0jw",5,2016-02-24,33.31976,-111.8976,1,"Lucky Lou's American Grill",85,9
"2NzE_IOLpupxi2PXLV8kPg",7,"Dan",0,4.78,"YIcbRq20KHrIaTq3OI9xTA",5,2015-04-19,33.3923,-111.9446,1,"Sonny's Upholstery",22,9
"2NzE_IOLpupxi2PXLV8kPg",7,"Dan",0,4.78,"YIcbRq20KHrIaTq3OI9xTA",5,2016-02-24,33.3923,-111.9446,1,"Sonny's Upholstery",22,9
"2NzE_IOLpupxi2PXLV8kPg",7,"Dan",0,4.78,"lsF6bbPFM7USmiSIyOaCXA",4,2013-08-18,33.33601,-111.8597,1,"Barrelhouse American Kitchen & Cocktails",177,9
"2NzE_IOLpupxi2PXLV8kPg",7,"Dan",0,4.78,"OWzJkBAFgohnSd4GU3BIsw",5,2014-08-22,33.34742,-111.8359,1,"TurfHub | Synthetic Grass Supplier",15,9
"2NzE_IOLpupxi2PXLV8kPg",7,"Dan",0,4.78,"WTexcQcmljcivWPUZbc40g",5,2016-02-24,33.5881,-112.0535,1,"Arizona Art Restoration",5,9
"2NzE_IOLpupxi2PXLV8kPg",7,"Dan",0,4.78,"WTexcQcmljcivWPUZbc40g",5,2016-05-28,33.5881,-112.0535,1,"Arizona Art Restoration",5,9
"2NzE_IOLpupxi2PXLV8kPg",7,"Dan",0,4.78,"MWoM_zf75KD0VcOm8Yb58A",4,2013-08-18,33.31844,-111.8928,1,"Whole Foods Market",200,9
